Market,Customer,Category,Division,PromotionType,InStoreLocation,PromotionMonth,PromoDurationWeeks,ListPrice,PlannedPromoVolume,PlannedBaseVolume,PlannedIncrementalVolume,PlannedVolumeUplift,PlannedPromoRevenue,PlannedOnInvoiceSpend,PlannedOffInvoiceSpend,PlannedTradeSpend,PlannedCostPerUnit,PlannedNetRevenue,PlannedTurnover,PlannedGrossProfit,PlannedCOGS,PlannedEventSpend,PlannedBaseRevenue,PlannedBaseOnInvoiceSpend,PlannedBaseOffInvoiceSpend,PlannedBaseTurnover,PlannedBaseGrossProfit,PlannedBaseCOGS,PlannedBaseNetRevenue,PlannedROI,IsPipeFill,IsDefensivePromo,InstoreStartDate_Week,InstoreEndDate_Week,InstoreStartDate_Month,InstoreEndDate_Month,ActualSalesVolume,ForecastAccuracyRatio
Western Europe,ValueMart Stores,FABRIC ENHANCER,Food & Beverage,Everyday Low Price,Pallet Display,July,3,15.57,6335.0,4514.0,1821.0,1.403,98659.95,5319.48,3546.32,8865.81,1.3996,93340.47,89794.15,41385.78,48408.37,364.13,70300.49,1406.01,703.0,68191.47,33697.93,34493.55,68894.48,0.6293,0,0,30,33,7,7,4130.0,0.652
Southeast Asia,PrimeRetail Group,FABRIC ENHANCER,Personal Care & Home,Discounted Retail Price,Online,December,2,9.21,70847.0,28167.0,42680.0,2.515,652386.9,64676.43,43117.62,107794.05,1.5215,587710.47,544592.85,247328.1,297264.74,14315.26,259371.22,5187.42,2593.71,251590.09,133405.74,118184.35,254183.8,0.9847,0,0,51,53,12,12,188713.0,2.664
Southeast Asia,PrimeRetail Group,HEALTHY SNACKING,Personal Care & Home,Temporary Price Reduction,Shelf,November,3,16.13,29049.0,13994.0,15056.0,2.076,468705.04,51486.77,34324.52,85811.29,2.954,417218.26,382893.74,168143.06,214750.68,12681.52,225785.63,4515.71,2257.86,219012.06,115561.89,103450.17,221269.92,0.5338,0,0,45,48,11,11,31486.0,1.084
Southeast Asia,HomeSave Supermarkets,HEALTHY SNACKING,Food & Beverage,Multi-Unit Deal,None Specified,December,1,20.42,2006.0,599.0,1407.0,3.35,40966.76,4261.17,2840.78,7101.95,3.5405,36705.59,33864.81,12997.13,20867.68,292.04,12229.97,244.6,122.3,11863.08,5633.36,6229.71,11985.38,0.9852,0,0,49,50,12,12,3771.0,1.88
Southeast Asia,PrimeRetail Group,SKIN CLEANSING,Personal Care & Home,Everyday Low Price,Mid Aisle Display,August,3,5.51,96889.0,24677.0,72212.0,3.926,533715.09,34531.55,23021.03,57552.59,0.594,499183.53,476162.5,143929.49,332233.01,1525.2,135935.69,2718.71,1359.36,131857.62,47238.83,84618.79,133216.98,1.6092,0,0,34,37,8,8,171565.0,1.771
Southeast Asia,CityGrocer Ltd,SKIN CARE,Personal Care & Home,Temporary Price Reduction,Checkout Display,June,3,21.29,251390.0,69530.0,181860.0,3.616,5353132.56,317029.26,211352.84,528382.1,2.1018,5036103.29,4824750.45,1889851.18,2934899.27,50570.53,1480584.96,29611.7,14805.85,1436167.41,624424.44,811742.97,1450973.26,2.3108,0,0,27,30,6,6,374289.0,1.489
Southeast Asia,HomeSave Supermarkets,ICE CREAM CATEGORY,Food & Beverage,Multi-Unit Deal,Checkout Display,January,3,10.52,42037.0,25152.0,16886.0,1.671,442160.98,22629.48,15086.32,37715.79,0.8972,419531.5,404445.19,140067.72,264377.47,1285.19,264551.37,5291.03,2645.51,256614.83,98433.93,158180.9,259260.34,0.8935,0,0,6,9,1,1,63172.0,1.503
Southeast Asia,CityGrocer Ltd,BEVERAGE,Food & Beverage,Multi-Buy Free Gift,Free Standing Unit,August,3,22.13,29512.0,8345.0,21167.0,3.536,653100.92,73952.92,49301.94,123254.86,4.1764,579148.0,529846.06,169444.1,360401.96,12111.5,184675.37,3693.51,1846.75,179135.11,77225.34,101909.77,180981.86,0.7032,0,0,34,37,8,8,43522.0,1.475
Southeast Asia,HomeSave Supermarkets,SKIN CLEANSING,Food & Beverage,Other,Free Standing Unit,October,1,7.04,54364.0,34535.0,19829.0,1.574,382811.0,42061.61,28041.07,70102.68,1.2895,340749.4,312708.32,130507.07,182201.25,540.21,243185.56,4863.71,2431.86,235889.99,120144.33,115745.66,238321.85,0.0438,0,0,42,43,10,10,73172.0,1.346
Southeast Asia,HomeSave Supermarkets,DEODORANT & FRAGRANCE,Food & Beverage,Temporary Price Reduction,None Specified,June,4,20.63,1347.0,514.0,833.0,2.62,27777.59,3127.55,2085.03,5212.58,3.871,24650.04,22565.01,8077.99,14487.02,361.43,10600.15,212.0,106.0,10282.15,4753.78,5528.36,10388.15,0.5767,0,0,27,31,6,6,1716.0,1.275
Western Europe,NorthernMart Supermarkets,ICE CREAM CATEGORY,Personal Care & Home,Everyday Low Price,End of Aisle Display,October,4,9.27,43379.0,22708.0,20671.0,1.91,402170.65,33323.15,22215.44,55538.59,1.2803,368847.49,346632.06,112020.53,234611.53,195.77,210529.91,4210.6,2105.3,204214.01,81398.62,122815.39,206319.31,0.4376,0,0,41,45,10,10,27830.0,0.642
Southeast Asia,EastMart Retail,DEODORANT & FRAGRANCE,Food & Beverage,Multi-Buy Free Gift,Mid Aisle Display,July,3,22.27,27616.0,13600.0,14016.0,2.031,615129.97,54085.61,36057.07,90142.69,3.2641,561044.36,524987.29,174282.19,350705.09,6354.45,302938.01,6058.76,3029.38,293849.87,121135.31,172714.56,296879.25,0.4888,0,0,29,32,7,7,49128.0,1.779
Western Europe,NorthernMart Supermarkets,FABRIC CLEANING,Personal Care & Home,Shopper Activation,Checkout Display,February,2,22.23,11543.0,6872.0,4671.0,1.68,256581.13,14617.46,9744.97,24362.43,2.1107,241963.67,232218.7,100891.33,131327.38,900.32,152749.62,3054.99,1527.5,148167.14,69984.43,78182.71,149694.63,1.0805,0,0,11,13,2,2,4707.0,0.408
Southeast Asia,CityGrocer Ltd,SKIN CLEANSING,Personal Care & Home,Multi-Buy Free Gift,End of Aisle Display,December,1,21.55,5783.0,2588.0,3196.0,2.235,124616.96,8858.3,5905.54,14763.84,2.5529,115758.66,109853.12,39237.38,70615.75,981.18,55758.49,1115.17,557.58,54085.74,22489.5,31596.24,54643.32,1.0211,0,0,51,52,12,12,28207.0,4.877
Southeast Asia,PrimeRetail Group,SKIN CARE,Personal Care & Home,Everyday Low Price,Shelf,August,1,16.7,16846.0,10563.0,6283.0,1.595,281272.74,32479.58,21653.06,54132.64,3.2134,248793.16,227140.11,90937.02,136203.09,3386.9,176366.61,3527.33,1763.67,171075.61,85672.11,85403.5,172839.28,-0.0005,0,0,35,36,8,8,24449.0,1.451
Western Europe,BudgetHome Stores,ICE CREAM CATEGORY,Personal Care & Home,Multi-Buy Deal,Mid Aisle Display,January,2,24.54,2807.0,7043.0,-4236.0,0.399,68893.13,7995.01,5330.01,13325.02,4.7474,60898.12,55568.11,13904.83,41663.28,110.64,172858.01,3457.16,1728.58,167672.26,63135.98,104536.29,169400.84,-4.0838,0,1,6,8,1,1,5501.0,1.96
Southeast Asia,CityGrocer Ltd,DEODORANT & FRAGRANCE,Personal Care & Home,Everyday Low Price,In-Store Event,July,2,7.74,818.0,347.0,471.0,2.358,6329.02,497.71,331.81,829.52,1.014,5831.31,5499.5,2089.28,3410.22,24.43,2684.08,53.68,26.84,2603.56,1157.31,1446.24,2630.4,1.0264,0,0,29,31,7,7,1881.0,2.299
Southeast Asia,Metro Grocery Group,FABRIC ENHANCER,Personal Care & Home,Temporary Price Reduction,Mid Aisle Display,June,2,9.67,4432.0,1289.0,3142.0,3.438,42869.46,1408.37,938.91,2347.29,0.5297,41461.09,40522.17,15430.15,25092.02,292.19,12470.58,249.41,124.71,12096.46,4797.28,7299.19,12221.17,4.3705,0,0,27,29,6,6,9239.0,2.085
Southeast Asia,EastMart Retail,SCRATCH COOKING AID,Personal Care & Home,Discounted Retail Price,End of Aisle Display,November,3,7.42,11882.0,3323.0,8559.0,3.576,88174.29,4583.3,3055.53,7638.83,0.6429,83591.0,80535.47,28937.83,51597.64,111.06,24660.4,493.21,246.6,23920.59,9489.87,14430.72,24167.19,2.4491,0,0,47,50,11,11,16612.0,1.398
Southeast Asia,Metro Grocery Group,ORAL CARE,Food & Beverage,Temporary Price Reduction,Checkout Display,September,1,23.93,12503.0,3827.0,8676.0,3.267,299252.19,22676.85,15117.9,37794.75,3.0228,276575.34,261457.44,96417.74,165039.69,664.71,91595.74,1831.91,915.96,88847.87,38332.17,50515.7,89763.83,1.4642,0,0,39,40,9,9,32489.0,2.598
Southeast Asia,PrimeRetail Group,SCRATCH COOKING AID,Personal Care & Home,Multi-Buy Free Gift,Online,July,2,23.01,5172.0,2101.0,3072.0,2.462,119041.24,7509.27,5006.18,12515.44,2.4197,111531.98,106525.8,40485.64,66040.16,304.17,48349.18,966.98,483.49,46898.7,20076.17,26822.53,47382.19,1.5148,0,0,31,33,7,7,6541.0,1.265
Western Europe,TopChoice Supermarkets,SKIN CLEANSING,Food & Beverage,Multi-Buy Deal,Checkout Display,September,4,3.54,26431.0,22011.0,4420.0,1.201,93526.54,11173.93,7449.29,18623.22,0.7046,82352.61,74903.32,29718.19,45185.13,702.59,77886.06,1557.72,778.86,75549.48,37920.67,37628.8,76328.34,-0.5659,0,0,38,42,9,9,18969.0,0.718
Southeast Asia,Metro Grocery Group,SKIN CLEANSING,Personal Care & Home,Multi-Buy Free Gift,End of Aisle Display,January,3,9.53,27905.0,14379.0,13527.0,1.941,265880.45,12014.48,8009.65,20024.13,0.7176,253865.97,245856.32,78005.59,167850.73,812.06,136999.08,2739.98,1369.99,132889.11,46401.38,86487.73,134259.1,1.3731,0,0,6,9,1,1,66550.0,2.385
Western Europe,GreenLeaf Supermarkets,BEVERAGE,Food & Beverage,Shopper Activation,Pallet Display,October,1,20.89,2935.0,5593.0,-2659.0,0.525,61295.9,3236.39,2157.59,5393.98,1.8381,58059.51,55901.92,26010.0,29891.92,150.23,116832.87,2336.66,1168.33,113327.88,56352.47,56975.41,114496.21,-6.275,0,1,41,42,10,10,1296.0,0.442
Southeast Asia,HomeSave Supermarkets,ORAL CARE,Food & Beverage,Discounted Retail Price,None Specified,April,1,16.37,9858.0,4991.0,4867.0,1.975,161410.37,12131.63,8087.75,20219.38,2.051,149278.74,141190.99,46995.83,94195.16,2976.99,81723.25,1634.47,817.23,79271.56,31579.86,47691.7,80088.79,0.6412,0,0,19,20,4,4,18364.0,1.863
Western Europe,FineFood Retail,DEODORANT & FRAGRANCE,Food & Beverage,Multi-Buy Deal,In-Store Event,August,3,3.42,892.0,1160.0,-267.0,0.769,3055.09,116.32,77.55,193.87,0.2172,2938.76,2861.22,1384.58,1476.64,0.56,3970.47,79.41,39.7,3851.36,1932.28,1919.08,3891.06,-3.4395,0,1,34,37,8,8,454.0,0.509
Southeast Asia,CityGrocer Ltd,HOME & HYGIENE,Personal Care & Home,Multi-Buy Free Gift,In-Store Event,July,1,20.83,546.0,236.0,310.0,2.312,11368.68,1188.37,792.25,1980.62,3.6292,10180.3,9388.05,2025.95,7362.1,66.28,4918.19,98.36,49.18,4770.64,1585.73,3184.91,4819.83,0.1478,0,0,31,32,7,7,1160.0,2.125
Southeast Asia,PrimeRetail Group,FABRIC CLEANING,Personal Care & Home,Multi-Buy Free Gift,Mid Aisle Display,December,3,20.97,12505.0,4117.0,8388.0,3.038,262273.41,23398.8,15599.2,38998.0,3.1185,238874.61,223275.41,86082.94,137192.47,2444.48,86341.33,1726.83,863.41,83751.09,38586.84,45164.24,84614.5,1.1515,0,0,50,53,12,12,8517.0,0.681
Western Europe,TopChoice Supermarkets,HEALTHY SNACKING,Food & Beverage,Special Pack,Checkout Display,November,2,11.19,4179.0,9682.0,-5503.0,0.432,46746.45,4309.66,2873.11,7182.77,1.7187,42436.79,39563.68,14579.07,24984.61,587.37,108294.29,2165.89,1082.94,105045.46,47165.34,57880.13,106128.41,-4.989,0,1,46,48,11,11,3396.0,0.813
Southeast Asia,Metro Grocery Group,SCRATCH COOKING AID,Personal Care & Home,Multi-Buy Free Gift,None Specified,July,2,23.14,20073.0,8252.0,11821.0,2.432,464396.02,30134.49,20089.66,50224.16,2.5021,434261.53,414171.87,191279.33,222892.53,5710.26,190915.44,3818.31,1909.15,185187.98,93555.78,91632.19,187097.13,1.8317,0,0,30,32,7,7,30073.0,1.498
Southeast Asia,EastMart Retail,SKIN CLEANSING,Food & Beverage,Multi-Buy Free Gift,Mid Aisle Display,January,2,22.21,8969.0,5708.0,3261.0,1.571,199194.78,14084.91,9389.94,23474.85,2.6174,185109.87,175719.93,78477.36,97242.57,2649.41,126770.44,2535.41,1267.7,122967.33,61080.75,61886.58,124235.03,0.5791,0,0,6,8,1,1,19699.0,2.196
Southeast Asia,HomeSave Supermarkets,ORAL CARE,Food & Beverage,Multi-Buy Free Gift,Shelf,June,1,19.39,12321.0,4739.0,7581.0,2.6,238928.11,8520.38,5680.26,14200.64,1.1526,230407.73,224727.47,99687.77,125039.7,1226.37,91904.75,1838.09,919.05,89147.61,41050.53,48097.07,90066.65,3.935,0,0,26,27,6,6,48767.0,3.958
Southeast Asia,HomeSave Supermarkets,HEALTHY SNACKING,Personal Care & Home,Temporary Price Reduction,Mid Aisle Display,June,2,15.97,50928.0,13181.0,37747.0,3.864,813313.12,26335.16,17556.78,43891.94,0.8618,786977.96,769421.18,297582.76,471838.42,6220.05,210499.34,4209.99,2104.99,204184.36,82064.51,122119.85,206289.35,4.7663,0,0,26,28,6,6,55216.0,1.084
Southeast Asia,PrimeRetail Group,BEVERAGE,Personal Care & Home,Multi-Unit Deal,Pallet Display,March,3,22.82,2738.0,1268.0,1469.0,2.158,62477.98,3076.22,2050.82,5127.04,1.8726,59401.76,57350.95,25692.02,31658.92,42.24,28946.61,578.93,289.47,28078.21,13410.35,14667.86,28367.68,2.2261,0,0,13,16,3,3,17231.0,6.293
Southeast Asia,CityGrocer Ltd,SKIN CARE,Personal Care & Home,Special Pack,Mid Aisle Display,May,2,5.6,42386.0,20823.0,21563.0,2.036,237298.01,26100.66,17400.44,43501.1,1.0263,211197.35,193796.91,63486.86,130310.05,5841.02,116577.26,2331.55,1165.77,113079.94,49062.6,64017.34,114245.71,0.2512,0,0,22,24,5,5,83617.0,1.973
Western Europe,BudgetHome Stores,ORAL CARE,Personal Care & Home,Multi-Buy Deal,Mid Aisle Display,September,3,10.72,864.0,1365.0,-501.0,0.633,9267.06,461.97,307.98,769.95,0.891,8805.09,8497.11,3411.06,5086.05,90.3,14643.46,292.87,146.43,14204.16,6167.38,8036.78,14350.59,-4.1504,0,1,37,40,9,9,900.0,1.041
Western Europe,GreenLeaf Supermarkets,HAIR CARE,Personal Care & Home,Other,End of Aisle Display,September,2,4.33,9010.0,13553.0,-4543.0,0.665,38977.64,2918.13,1945.42,4863.55,0.5398,36059.51,34114.1,8920.76,25193.34,43.07,58631.85,1172.64,586.32,56872.9,18975.99,37896.91,57459.21,-2.4291,0,1,37,39,9,9,6585.0,0.731
Southeast Asia,HomeSave Supermarkets,FABRIC ENHANCER,Personal Care & Home,Temporary Price Reduction,Free Standing Unit,June,2,16.53,11589.0,4554.0,7035.0,2.545,191576.12,12226.76,8151.17,20377.93,1.7583,179349.36,171198.19,64430.54,106767.65,2920.87,75280.02,1505.6,752.8,73021.62,31067.17,41954.45,73774.42,1.5264,0,0,26,28,6,6,37146.0,3.205
Southeast Asia,Metro Grocery Group,DRESSING,Food & Beverage,Multi-Unit Deal,Online,February,1,21.66,12064.0,3749.0,8315.0,3.218,261290.95,16645.01,11096.67,27741.69,2.2996,244645.94,233549.27,102300.34,131248.93,705.41,81190.67,1623.81,811.91,78754.95,37972.11,40782.84,79566.86,2.231,0,0,11,12,2,2,39239.0,3.253
Southeast Asia,CityGrocer Ltd,DEODORANT & FRAGRANCE,Personal Care & Home,Everyday Low Price,Mid Aisle Display,May,2,19.78,2767.0,1204.0,1564.0,2.299,54741.5,2704.54,1803.03,4507.57,1.6288,52036.96,50233.93,15230.98,35002.96,333.28,23808.25,476.16,238.08,23094.0,7870.47,15223.53,23332.08,1.4745,0,0,23,25,5,5,4853.0,1.754
Southeast Asia,Metro Grocery Group,FABRIC CLEANING,Personal Care & Home,Multi-Unit Deal,Online,May,3,1.54,19977.0,6178.0,13800.0,3.234,30828.04,3248.72,2165.81,5414.53,0.271,27579.33,25413.52,11193.57,14219.95,200.54,9533.05,190.66,95.33,9247.06,4849.78,4397.28,9342.39,1.1188,0,0,21,24,5,5,24268.0,1.215
Southeast Asia,Metro Grocery Group,BEVERAGE,Food & Beverage,Temporary Price Reduction,In-Store Event,May,3,14.41,1714.0,541.0,1173.0,3.168,24704.72,2801.61,1867.74,4669.36,2.724,21903.11,20035.36,8732.05,11303.32,329.22,7797.43,155.95,77.97,7563.51,3995.9,3567.61,7641.48,0.9642,0,0,22,25,5,5,4150.0,2.421
Southeast Asia,EastMart Retail,FABRIC CLEANING,Personal Care & Home,Discounted Retail Price,None Specified,June,3,11.03,7594.0,2148.0,5446.0,3.535,83772.53,6206.97,4137.98,10344.95,1.3623,77565.56,73427.58,31296.28,42131.3,793.73,23694.97,473.9,236.95,22984.12,11067.33,11916.79,23221.07,1.8867,0,0,26,29,6,6,13902.0,1.831
Southeast Asia,HomeSave Supermarkets,ORAL CARE,Food & Beverage,Everyday Low Price,Mid Aisle Display,May,1,23.21,3679.0,2255.0,1424.0,1.631,85404.47,8648.31,5765.54,14413.85,3.9179,76756.16,70990.62,30805.0,40185.62,1679.74,52358.85,1047.18,523.59,50788.09,26151.52,24636.57,51311.68,0.2139,0,0,21,22,5,5,9736.0,2.646
Southeast Asia,CityGrocer Ltd,FABRIC CLEANING,Food & Beverage,Special Pack,Mid Aisle Display,September,3,9.43,4611.0,1156.0,3456.0,3.99,43496.09,1650.42,1100.28,2750.71,0.5965,41845.67,40745.38,14516.92,26228.46,88.23,10900.42,218.01,109.0,10573.41,4000.37,6573.03,10682.41,3.7043,0,0,39,42,9,9,36983.0,8.02
Southeast Asia,PrimeRetail Group,HAIR CARE,Food & Beverage,Multi-Buy Free Gift,Pallet Display,July,2,8.16,127005.0,35710.0,91294.0,3.557,1035945.43,97504.38,65002.92,162507.29,1.2795,938441.05,873438.13,235600.43,637837.7,9136.27,291281.75,5825.64,2912.82,282543.3,103199.41,179343.89,285456.12,0.761,0,0,29,31,7,7,254559.0,2.004
Southeast Asia,CityGrocer Ltd,HOME & HYGIENE,Personal Care & Home,Discounted Retail Price,In-Store Event,June,2,2.07,176692.0,51059.0,125633.0,3.461,366057.63,30365.56,20243.7,50609.26,0.2864,335692.07,315448.37,78643.59,236804.77,7190.42,105779.31,2115.59,1057.79,102605.93,34176.69,68429.24,103663.72,0.8159,0,0,26,28,6,6,257411.0,1.457
Southeast Asia,EastMart Retail,HOME & HYGIENE,Personal Care & Home,Multi-Buy Free Gift,None Specified,November,1,19.34,3985.0,1680.0,2305.0,2.372,77060.3,4795.42,3196.94,7992.36,2.0055,72264.88,69067.94,19647.95,49419.98,1192.85,32484.38,649.69,324.84,31509.85,10677.1,20832.74,31834.69,1.0005,0,0,47,48,11,11,3897.0,0.978
Southeast Asia,PrimeRetail Group,HEALTHY SNACKING,Personal Care & Home,Temporary Price Reduction,Online,December,3,15.91,6333.0,2929.0,3404.0,2.162,100789.07,9776.52,6517.68,16294.2,2.5728,91012.55,84494.88,31034.39,53460.49,219.6,46620.14,932.4,466.2,45221.53,20493.3,24728.23,45687.74,0.5611,0,0,50,53,12,12,7266.0,1.147
Western Europe,NorthernMart Supermarkets,DEODORANT & FRAGRANCE,Personal Care & Home,Temporary Price Reduction,Free Standing Unit,September,3,9.89,10622.0,5918.0,4704.0,1.795,105034.99,5160.21,3440.14,8600.36,0.8097,99874.77,96434.63,30965.67,65468.97,410.36,58518.69,1170.37,585.19,56763.13,20288.06,36475.06,57348.31,1.0374,0,0,39,42,9,9,6804.0,0.641
Western Europe,TopChoice Supermarkets,DRESSING,Personal Care & Home,Temporary Price Reduction,In-Store Event,July,3,20.24,1241.0,1901.0,-660.0,0.653,25106.66,974.62,649.75,1624.37,1.3093,24132.04,23482.29,8176.64,15305.65,51.81,38472.38,769.45,384.72,37318.21,13864.48,23453.74,37702.94,-4.2121,0,1,29,32,7,7,702.0,0.566
Southeast Asia,Metro Grocery Group,FABRIC CLEANING,Personal Care & Home,Discounted Retail Price,Online,June,2,20.07,2873.0,1519.0,1355.0,1.892,57671.51,3149.31,2099.54,5248.85,1.8267,54522.2,52422.66,18572.98,33849.68,76.71,30481.96,609.64,304.82,29567.5,11676.44,17891.06,29872.32,1.1397,0,0,27,29,6,6,6542.0,2.277
Southeast Asia,Metro Grocery Group,ORAL CARE,Personal Care & Home,Multi-Buy Free Gift,Online,February,1,2.32,11250.0,4523.0,6727.0,2.487,26130.52,1063.56,709.04,1772.61,0.1576,25066.96,24357.91,7684.17,16673.75,184.75,10505.0,210.1,105.05,10189.85,3486.67,6703.19,10294.9,2.1902,0,0,10,11,2,2,28401.0,2.525
Southeast Asia,CityGrocer Ltd,DRESSING,Food & Beverage,Multi-Buy Free Gift,Shelf,February,3,7.31,12677.0,6412.0,6265.0,1.977,92705.86,10439.61,6959.74,17399.36,1.3726,82266.24,75306.5,24845.45,50461.05,326.87,46888.74,937.77,468.89,45482.08,19959.9,25522.18,45950.97,0.1999,0,0,9,12,2,2,21646.0,1.708
Southeast Asia,PrimeRetail Group,DRESSING,Food & Beverage,Everyday Low Price,In-Store Event,December,2,12.13,4526.0,2648.0,1878.0,1.709,54891.01,5985.87,3990.58,9976.45,2.2044,48905.14,44914.56,16861.53,28053.03,386.59,32111.74,642.23,321.12,31148.39,14737.11,16411.28,31469.51,0.1164,0,0,50,52,12,12,6776.0,1.497
Western Europe,TopChoice Supermarkets,DRESSING,Personal Care & Home,Everyday Low Price,Pallet Display,February,2,19.93,2743.0,1925.0,819.0,1.425,54663.88,5255.24,3503.49,8758.73,3.1926,49408.64,45905.15,18564.87,27340.28,345.71,38353.42,767.07,383.53,37202.81,18020.25,19182.56,37586.35,-0.0692,0,0,10,12,2,2,1448.0,0.528
Southeast Asia,CityGrocer Ltd,HAIR CARE,Personal Care & Home,Discounted Retail Price,Pallet Display,February,3,8.59,11601.0,2978.0,8623.0,3.896,99616.92,10970.36,7313.57,18283.94,1.5761,88646.56,81332.98,28103.5,53229.48,1540.81,25570.09,511.4,255.7,24802.99,11139.82,13663.17,25058.69,0.8858,0,0,10,13,2,2,37428.0,3.226
Southeast Asia,EastMart Retail,ICE CREAM CATEGORY,Personal Care & Home,Multi-Buy Free Gift,End of Aisle Display,June,1,8.13,21967.0,7791.0,14176.0,2.82,178489.38,8250.16,5500.11,13750.27,0.626,170239.22,164739.11,61490.72,103248.39,424.05,63302.22,1266.04,633.02,61403.15,24785.56,36617.6,62036.18,2.5313,0,0,26,27,6,6,31011.0,1.412
Southeast Asia,EastMart Retail,HAIR CARE,Food & Beverage,Temporary Price Reduction,End of Aisle Display,April,3,16.86,54347.0,19676.0,34672.0,2.762,916337.08,76727.99,51151.99,127879.98,2.353,839609.1,788457.1,259149.85,529307.25,4413.76,331747.53,6634.95,3317.48,321795.1,130166.52,191628.58,325112.58,0.9308,0,0,18,21,4,4,92001.0,1.693
Southeast Asia,Metro Grocery Group,BEVERAGE,Personal Care & Home,Multi-Buy Free Gift,None Specified,April,2,19.49,29424.0,8128.0,21296.0,3.62,573406.37,65929.01,43952.68,109881.69,3.7345,507477.35,463524.68,94053.06,369471.61,12724.86,158396.24,3167.92,1583.96,153644.35,51582.5,102061.85,155228.31,0.3433,0,0,17,19,4,4,33042.0,1.123
Southeast Asia,Metro Grocery Group,FABRIC CLEANING,Personal Care & Home,Temporary Price Reduction,Online,October,2,24.98,15979.0,5280.0,10699.0,3.026,399095.03,17034.34,11356.23,28390.57,1.7767,382060.7,370704.47,142137.94,228566.53,2030.13,131868.88,2637.38,1318.69,127912.81,52389.92,75522.9,129231.5,3.0218,0,0,42,44,10,10,19864.0,1.243
Western Europe,TopChoice Supermarkets,SCRATCH COOKING AID,Personal Care & Home,Everyday Low Price,None Specified,July,2,15.34,19088.0,12774.0,6314.0,1.494,292869.52,26059.91,17373.27,43433.18,2.2754,266809.61,249436.34,60904.27,188532.07,4906.81,195987.4,3919.75,1959.87,190107.78,63942.69,126165.1,192067.66,-0.2053,0,0,30,32,7,7,23347.0,1.223
Southeast Asia,HomeSave Supermarkets,FABRIC CLEANING,Food & Beverage,Discounted Retail Price,Checkout Display,December,1,17.42,23230.0,6998.0,16232.0,3.32,404556.58,48452.87,32301.91,80754.78,3.4764,356103.71,323801.8,77685.97,246115.83,11753.37,121866.48,2437.33,1218.66,118210.48,44071.86,74138.63,119429.15,0.371,0,0,49,50,12,12,48563.0,2.091
Southeast Asia,HomeSave Supermarkets,SCRATCH COOKING AID,Personal Care & Home,Multi-Unit Deal,Shelf,September,1,17.83,68599.0,17787.0,50812.0,3.857,1222896.84,69041.74,46027.83,115069.57,1.6774,1153855.09,1107827.27,518025.03,589802.24,14663.31,317081.51,6341.63,3170.82,307569.06,154640.89,152928.18,310739.88,3.0753,0,0,38,39,9,9,459496.0,6.698
Southeast Asia,PrimeRetail Group,FABRIC ENHANCER,Personal Care & Home,Discounted Retail Price,In-Store Event,June,2,21.67,72344.0,18444.0,53900.0,3.922,1567362.38,117070.1,78046.73,195116.83,2.6971,1450292.28,1372245.54,510188.29,862057.25,19730.09,399597.55,7991.95,3995.98,387609.62,167828.94,219780.68,391605.6,1.6932,0,0,26,28,6,6,301558.0,4.168
Southeast Asia,PrimeRetail Group,SKIN CARE,Food & Beverage,Multi-Unit Deal,Mid Aisle Display,August,1,2.63,166588.0,47967.0,118621.0,3.473,438691.41,31571.91,21047.94,52619.85,0.3159,407119.5,386071.56,107698.15,278373.41,7824.3,126315.46,2526.31,1263.15,122525.99,42372.01,80153.98,123789.15,1.1695,0,0,34,35,8,8,686557.0,4.121
Western Europe,HealthFirst Pharmacy,FABRIC ENHANCER,Personal Care & Home,Everyday Low Price,In-Store Event,April,4,7.03,1665.0,1813.0,-148.0,0.918,11698.65,1067.75,711.83,1779.59,1.0691,10630.9,9919.07,2558.76,7360.3,201.52,12741.67,254.83,127.42,12359.42,4342.89,8016.53,12486.84,-1.2174,0,1,19,23,4,4,2060.0,1.238
